"","region","uid","wtp_new","wtp_second","wtp_bio","wtp_recycle","wtp_workers","female","age","people_living","education","income","i_clothes_fashion","i_clothes_versatile","i_clothes_need","i_clothes_size","i_clothes_fit","i_clothes_easy","i_clothes_quality","i_clothes_cheap","i_clothes_value","i_clothes_know","i_clothes_prestigious","i_clothes_environment","second_stuff_dummy","bio_item_dummy","second_clothes_dummy","bio_clothes_dummy","second_precovid","second_covid","second_postcovid","bio_postcovid","bioc_covid","bio_precovid","no_second_app","no_second_quality","no_second_shop","no_second_environment","no_second_clean","no_second_size","no_second_fashion","bio_eco","bio_vintage","bio_quality","bio_pollution","bio_peer","no_bio_app","no_bio_expensive","no_bio_shop","no_bio_environment","no_bio_rare","no_bio_style","no_bio_fashion","no_bio_quality","poll_chemical_synt","poll_chemical_nat","poll_dye","poll_water","poll_biodegradable","pro_recycle","pro_label","pro_brown_firms","pro_packaging","pro_pub_transport","pro_pack_reuse","pro_donation","pro_reuse","pro_second_clothes","pro_label_clothes","pro_temp_clothes","pro_quality_clothes","pro_bio1_clothes","pro_bio2_clothes","wtp_cert_quality","wtp_cert_bio","wtp_cert_recycle","wtp_cert_workers","wtp_cert_workers_env","sustainable_sector","sustainable_phases","second_eco","second_vintage","second_quality","second_endlife","second_pollution","second_peer","sustainable_fashion_item1","sustainable_fashion_item2","sustainable_fashion_item3","sustainable_fashion_item4","location","status","population_2023","km2","pop_density_p_km2","HDI_2022","capital","political_party","political_wing","president_2024","n_comunes","n_provinces"
"32","Abruzzo","1eb1fe3d-18f4-4ce3-9d16-e7674ff9d360",10,2,15,15,15,"Female",48,2,"Secondary school","0-15000€","Slightly","Important","Not at all","Very important","Important","Very important","Important","Important","Important","Not at all","Not at all","Not at all","Yes","Yes","No","Yes","","","","Never","Never","Never","Slightly","Important","Very important","Slightly","Very important","Important","Moderately","Very important","Moderately","Important","Moderately","Not at all","","","","","","","","","Agree","Undecided","Undecided","Strongly agree","Strongly agree","Always","Often","Always","Always","Never","Always","Sometimes","Always","Never","Often","Often","Always","Sometimes","Sometimes","Nothing","Nothing","Nothing","Nothing","Nothing","All items","All items","","","","","","",1,2,2,3,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
"33","Abruzzo","35b3a745-579c-4fe3-9687-0b6727d26240",10,2,15,8,10,"Female",27,3,"Postsecondary education","15000€-30000€","Moderately","Slightly","Important","Important","Important","Slightly","Important","Moderately","Important","Slightly","Slightly","Moderately","Yes","No","Yes","No","Never","Never","Never","","","","","","","","","","","","","","","","Slightly","Important","Important","Moderately","Slightly","Slightly","Slightly","Slightly","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Always","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Often","Sometimes","Rarely","Rarely","Rarely","Rarely","Rarely","Little amount","Pay enough","Pay enough","Pay enough","Pay enough","All items","All items","Slightly","Moderately","Slightly","Slightly","Slightly","Slightly",8,8,1,8,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
"34","Abruzzo","66276458-acb7-4ca4-9077-4fb8e1a70c7d",5,2,5,5,6,"Female",57,3,"Secondary school","0-15000€","Slightly","Important","Very important","Very important","Very important","Very important","Important","Important","Important","Important","Not at all","Moderately","Yes","Yes","Yes","Yes","Rarely","Never","Rarely","Often","Never","Often","","","","","","","","Slightly","Not at all","Important","Slightly","Not at all","","","","","","","","","Strongly agree","Strongly disagree","Agree","Strongly agree","Strongly agree","Always","Often","Never","Often","Never","Sometimes","Never","Always","Rarely","Rarely","Rarely","Always","Often","Rarely","Little amount","Pay enough","Pay enough","Large amount","Large amount","All items","Design","Slightly","Slightly","Very important","Very important","Slightly","Not at all",8,8,8,8,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
"35","Abruzzo","351b5766-0ee3-4529-8b38-b0f56acf1a08",5,1,7,5,8,"Female",18,4,"Secondary school","Preferisco non rispondere","Slightly","Important","Important","Very important","Very important","Important","Moderately","Moderately","Important","Slightly","Slightly","Very important","Yes","Yes","Yes","Yes","Often","Never","Often","Sometimes","Rarely","Sometimes","","","","","","","","Slightly","Slightly","Important","Very important","Not at all","","","","","","","","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Always","Sometimes","Often","Never","Always","Always","Never","Often","Often","Sometimes","Often","Sometimes","Sometimes","Sometimes","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","Environment","All items","Important","Moderately","Very important","Important","Very important","Slightly",9,10,10,10,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
"36","Abruzzo","b240af92-604d-4ae4-8c64-aed5cde51004",8,4,10,5,10,"",37,1,"Postsecondary education","","Moderately","Very important","Important","Important","Important","Important","Moderately","Important","Important","Slightly","Slightly","Moderately","Yes","Yes","No","Yes","","","","Sometimes","Never","Sometimes","Very important","Moderately","Slightly","Slightly","Very important","Slightly","Important","Moderately","Slightly","Very important","Important","Not at all","","","","","","","","","Agree","Agree","Agree","Agree","Agree","Always","Sometimes","Sometimes","Sometimes","Often","Sometimes","Rarely","Sometimes","Never","Sometimes","Rarely","Often","Often","Sometimes","Little amount","Pay enough","Little amount","Pay enough","Pay enough","Environment","Production","","","","","","",8,7,10,10,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
"37","Abruzzo","a3eec09d-766a-4194-84df-8fa95d2ce9d6",10,3,10,5,10,"Male",29,2,"Postsecondary education","15000€-30000€","Moderately","Moderately","Moderately","Very important","Important","Moderately","Moderately","Moderately","Moderately","Slightly","Slightly","Slightly","Yes","No","No","No","","","","","","","Moderately","Important","Moderately","Not at all","Not at all","Moderately","Not at all","","","","","","Important","Moderately","Important","Moderately","Very important","Slightly","Important","Moderately","Undecided","Undecided","Undecided","Undecided","Undecided","Always","Rarely","Sometimes","Rarely","Never","Never","Never","Sometimes","Never","Rarely","Never","Often","Never","Rarely","Little amount","Little amount","Little amount","Pay enough","Pay enough","Environment","All items","","","","","","",7,8,8,8,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
"38","Abruzzo","6f22da1e-9487-408e-b365-bb70b3ea6532",10,3,12,12,12,"Female",22,4,"Postsecondary education","Preferisco non rispondere","Important","Very important","Very important","Very important","Very important","Moderately","Important","Important","Very important","Slightly","Not at all","Moderately","No","No","Yes","No","Rarely","Never","Rarely","","","","","","","","","","","","","","","","Moderately","Slightly","Moderately","Moderately","Moderately","Slightly","Slightly","Slightly","Disagree","Agree","Agree","Agree","Agree","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Rarely","Sometimes","Rarely","Often","Rarely","Rarely","Little amount","Pay enough","Pay enough","Pay enough","Pay enough","All items","Production","Slightly","Moderately","Moderately","Moderately","Slightly","Not at all",8,10,2,10,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
"39","Abruzzo","c5dd1c4f-b2ab-41a5-ac07-1253a98c9aca",10,5,10,10,10,"Male",25,4,"Postsecondary education","15000€-30000€","Moderately","Important","Moderately","Moderately","Important","Important","Important","Important","Moderately","Important","Important","Important","Yes","Yes","Yes","Yes","Often","Sometimes","Often","Sometimes","Sometimes","Often","","","","","","","","Moderately","Moderately","Important","Moderately","Important","","","","","","","","","Agree","Undecided","Undecided","Undecided","Agree","Often","Sometimes","Rarely","Sometimes","Sometimes","Often","Sometimes","Often","Often","Sometimes","Sometimes","Often","Often","Often","Pay enough","Little amount","Little amount","Pay enough","Pay enough","Economy","Production","Important","Important","Moderately","Important","Important","Important",6,4,7,7,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
"40","Abruzzo","a15b2ebf-0eaf-4a92-bcc1-a5fdc1287608",10,7,15,15,15,"Female",50,1,"Postsecondary education","30000€-45000€","Slightly","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Slightly","Slightly","Very important","Yes","Yes","Yes","Yes","Always","Always","Always","Always","Always","Always","","","","","","","","Very important","Moderately","Moderately","Very important","Not at all","","","","","","","","","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Large amount","Large amount","Large amount","Large amount","Large amount","All items","All items","Very important","Slightly","Very important","Very important","Very important","Not at all",10,10,10,10,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
"41","Abruzzo","f94c40ec-1f50-4da9-bce8-37c2e1477137",5,3,5,5,5,"Male",49,1,"Secondary school","30000€-45000€","Not at all","Important","Important","Very important","Very important","Important","Important","Very important","Very important","Slightly","Not at all","Important","Yes","Yes","Yes","Yes","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes","","","","","","","","Moderately","Not at all","Moderately","Important","Not at all","","","","","","","","","Undecided","Undecided","Strongly agree","Undecided","Strongly agree","Always","Often","Always","Often","Sometimes","Often","Sometimes","Often","Sometimes","Sometimes","Rarely","Often","Sometimes","Sometimes","Nothing","Nothing","Nothing","Nothing","Nothing","All items","All items","Important","Not at all","Slightly","Slightly","Important","Not at all",7,7,9,10,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
"42","Abruzzo","f823bf41-50f6-4e97-a08f-82b2c81959e6",8,1,14,6,14,"Female",54,4,"Postsecondary education","15000€-30000€","Slightly","Important","Moderately","Very important","Very important","Important","Important","Moderately","Very important","Slightly","Not at all","Important","Yes","Yes","No","Yes","","","","Often","Sometimes","Often","Very important","Very important","Slightly","Moderately","Slightly","Moderately","Moderately","Moderately","Slightly","Moderately","Slightly","Not at all","","","","","","","","","Agree","Undecided","Undecided","Agree","Agree","Always","Always","Often","Often","Rarely","Sometimes","Never","Sometimes","Never","Often","Always","Always","Always","Often","Nothing","Little amount","Little amount","Pay enough","Pay enough","Economy","Design","","","","","","",6,9,8,9,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
"43","Abruzzo","ebdf6c1f-0bd5-4238-9da1-13cdcac2b032",5,2,5,3,5,"Male",65,2,"Secondary school","15000€-30000€","Slightly","Important","Important","Important","Important","Important","Important","Moderately","Important","Moderately","Slightly","Moderately","No","No","No","No","","","","","","","Slightly","Very important","Important","Slightly","Very important","Slightly","Slightly","","","","","","Very important","Important","Important","Slightly","Very important","Not at all","Slightly","Moderately","Agree","Agree","Strongly disagree","Agree","Agree","Sometimes","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Never","Rarely","Rarely","Often","Rarely","Rarely","Little amount","Little amount","Nothing","Nothing","Little amount","All items","All items","","","","","","",5,8,8,10,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
"44","Abruzzo","ad8e7501-80da-4428-a4b4-4c731a75a180",25,26,35,35,35,"Male",38,3,"PhD","45000€-60000€","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Important","Yes","Yes","Yes","Yes","Rarely","Rarely","Rarely","Sometimes","Sometimes","Sometimes","","","","","","","","Important","Important","Important","Important","Important","","","","","","","","","Agree","Agree","Agree","Agree","Strongly agree","Often","Often","Often","Often","Sometimes","Sometimes","Sometimes","Often","Rarely","Often","Often","Often","Often","Often","Pay enough","Large amount","Large amount","Pay enough","Large amount","All items","All items","Important","Important","Important","Important","Important","Important",6,7,7,9,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
"45","Abruzzo","213591c7-a010-4629-94fd-3cd667f775fa",5,2,7,3,8,"Male",59,3,"PhD","0-15000€","Slightly","Slightly","Slightly","Moderately","Moderately","Slightly","Moderately","Slightly","Slightly","Not at all","Slightly","Slightly","No","Yes","No","Yes","","","","Rarely","Never","Never","Moderately","Important","Important","Important","Slightly","Important","Moderately","Moderately","Slightly","Moderately","Moderately","Not at all","","","","","","","","","Agree","Disagree","Disagree","Undecided","Disagree","Often","Sometimes","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Never","Never","Never","Never","Rarely","Never","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","Environment","All items","","","","","","",6,6,7,9,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
"46","Abruzzo","57cdee95-671a-4043-a3a5-b8ac12ce89c4",2,1,4,4,4,"Female",32,4,"Postsecondary education","15000€-30000€","Not at all","Moderately","Moderately","Important","Important","Important","Important","Important","Important","Slightly","Slightly","Slightly","No","No","No","No","","","","","","","Moderately","Moderately","Moderately","Slightly","Not at all","Moderately","Not at all","","","","","","Slightly","Very important","Important","Moderately","Very important","Moderately","Important","Important","Agree","Undecided","Undecided","Undecided","Undecided","Rarely","Often","Often","Often","Rarely","Often","Rarely","Sometimes","Never","Often","Often","Often","Rarely","Often","Little amount","Little amount","Little amount","Little amount","Little amount","All items","All items","","","","","","",8,9,9,9,"south","Ordinary","1307000","10,832 ","118","0.889","L'Aquila","Brothers of Italy","right","Marco Marsilio","305","4"
