wtp_new,wtp_second,wtp_bio,wtp_recycle,wtp_workers,female,age,people_living,education,income,region,i_clothes_fashion,i_clothes_versatile,i_clothes_need,i_clothes_size,i_clothes_fit,i_clothes_easy,i_clothes_quality,i_clothes_cheap,i_clothes_value,i_clothes_know,i_clothes_prestigious,i_clothes_environment,second_stuff_dummy,bio_item_dummy,second_clothes_dummy,bio_clothes_dummy,second_precovid,second_covid,second_postcovid,bio_postcovid,bioc_covid,bio_precovid,no_second_app,no_second_quality,no_second_shop,no_second_environment,no_second_clean,no_second_size,no_second_fashion,bio_eco,bio_vintage,bio_quality,bio_pollution,bio_peer,no_bio_app,no_bio_expensive,no_bio_shop,no_bio_environment,no_bio_rare,no_bio_style,no_bio_fashion,no_bio_quality,poll_chemical_synt,poll_chemical_nat,poll_dye,poll_water,poll_biodegradable,pro_recycle,pro_label,pro_brown_firms,pro_packaging,pro_pub_transport,pro_pack_reuse,pro_donation,pro_reuse,pro_second_clothes,pro_label_clothes,pro_temp_clothes,pro_quality_clothes,pro_bio1_clothes,pro_bio2_clothes,wtp_cert_quality,wtp_cert_bio,wtp_cert_recycle,wtp_cert_workers,wtp_cert_workers_env,sustainable_sector,sustainable_phases,second_eco,second_vintage,second_quality,second_endlife,second_pollution,second_peer,sustainable_fashion_item1,sustainable_fashion_item2,sustainable_fashion_item3,sustainable_fashion_item4
10,5,20,15,25,Female,44,2,Secondary school,0-15000€,Puglia,Not at all,Important,Important,Very important,Very important,Very important,Very important,Important,Very important,Not at all,Not at all,Very important,No,Yes,No,Yes,,,,Sometimes,Rarely,Sometimes,Slightly,Slightly,Moderately,Slightly,Moderately,Moderately,Not at all,Slightly,Slightly,Very important,Very important,Not at all,,,,,,,,,Strongly agree,Disagree,Agree,Strongly agree,Agree,Always,Often,Often,Often,Rarely,Often,Rarely,Often,Never,Often,Sometimes,Always,Always,Always,Little amount,Large amount,Pay enough,Large amount,Large amount,All items,All items,,,,,,,9,7,9,9
8,4,8,8,9,Female,49,3,Secondary school,0-15000€,Marche,Not at all,Moderately,Important,Important,Important,Moderately,Important,Important,Important,Not at all,Not at all,Important,Yes,Yes,Yes,Yes,Often,Never,Sometimes,Sometimes,Never,Often,,,,,,,,Moderately,Not at all,Slightly,Moderately,Not at all,,,,,,,,,Undecided,Undecided,Undecided,Agree,Undecided,Always,Always,Often,Often,Never,Often,Never,Often,Sometimes,Often,Often,Often,Sometimes,Often,Little amount,Little amount,Little amount,Little amount,Pay enough,Environment,Production,Moderately,Slightly,Moderately,Slightly,Important,Not at all,5,2,6,8
15,0,15,0,15,Male,52,2,Middle school,Preferisco non rispondere,Lombardia,Slightly,Important,Important,Very important,Very important,Moderately,Very important,Moderately,Very important,Not at all,Not at all,Moderately,No,No,No,No,,,,,,,Slightly,Moderately,Not at all,Not at all,Very important,Not at all,Not at all,,,,,,Not at all,Very important,Moderately,Slightly,Slightly,Moderately,Slightly,Moderately,Disagree,Undecided,Agree,Strongly agree,Agree,Always,Rarely,Rarely,Rarely,Never,Sometimes,Never,Often,Never,Never,Rarely,Always,Sometimes,Rarely,Nothing,Nothing,Nothing,Nothing,Nothing,Environment,Production,,,,,,,2,5,5,5
5,2,5,5,5,Male,29,4,Secondary school,Preferisco non rispondere,Lazio,Slightly,Very important,Very important,Very important,Very important,Important,Important,Very important,Very important,Not at all,Not at all,Slightly,Yes,No,Yes,Yes,Often,Sometimes,Sometimes,Rarely,Rarely,Rarely,,,,,,,,Slightly,Slightly,Important,Slightly,Not at all,,,,,,,,,Agree,Undecided,Agree,Strongly agree,Agree,Always,Never,Never,Often,Always,Always,Never,Always,Sometimes,Never,Never,Always,Sometimes,Never,Nothing,Nothing,Nothing,Nothing,Nothing,Environment,Production,Important,Important,Important,Not at all,Not at all,Not at all,8,7,7,7
19,9,19,15,15,Male,44,2,Postsecondary education,45000€-60000€,Piemonte,Moderately,Important,Important,Important,Important,Moderately,Important,Important,Very important,Important,Moderately,Important,Yes,Yes,No,Yes,,,,Sometimes,Rarely,Sometimes,Slightly,Slightly,Moderately,Slightly,Moderately,Important,Moderately,Slightly,Moderately,Moderately,Important,Slightly,,,,,,,,,Agree,Undecided,Agree,Strongly agree,Strongly agree,Always,Sometimes,Often,Sometimes,Rarely,Rarely,Sometimes,Often,Never,Sometimes,Sometimes,Often,Sometimes,Often,Pay enough,Large amount,Large amount,Large amount,Large amount,All items,All items,,,,,,,8,9,9,10
2,1,5,4,2,Male,27,3,Postsecondary education,15000€-30000€,Campania,Important,Moderately,Moderately,Very important,Important,Moderately,Important,Moderately,Important,Important,Very important,Very important,Yes,Yes,Yes,No,Rarely,Often,Often,,,,,,,,,,,,,,,,Slightly,Important,Moderately,Important,Important,Very important,Important,Important,Disagree,Disagree,Undecided,Disagree,Undecided,Rarely,Sometimes,Often,Sometimes,Always,Often,Always,Never,Rarely,Sometimes,Often,Sometimes,Rarely,Sometimes,Little amount,Pay enough,Little amount,Large amount,Pay enough,Environment,Production,Slightly,Important,Important,Moderately,Important,Moderately,6,8,2,8
15,10,20,20,20,Male,23,4,Postsecondary education,30000€-45000€,Piemonte,Slightly,Important,Important,Very important,Very important,Slightly,Moderately,Moderately,Important,Slightly,Not at all,Moderately,Yes,No,Yes,Yes,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,,,,,,,,Slightly,Slightly,Important,Moderately,Slightly,,,,,,,,,Undecided,Undecided,Agree,Strongly agree,Undecided,Often,Often,Sometimes,Often,Always,Sometimes,Often,Often,Rarely,Often,Sometimes,Rarely,Rarely,Sometimes,Pay enough,Little amount,Large amount,Pay enough,Large amount,All items,All items,Slightly,Slightly,Important,Moderately,Important,Slightly,7,8,6,7
8,3,10,8,10,Female,35,2,Postsecondary education,Preferisco non rispondere,Toscana,Slightly,Very important,Very important,Very important,Moderately,Moderately,Important,Important,Important,Not at all,Not at all,Moderately,Yes,Yes,Yes,Yes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,,,,,,,,Slightly,Not at all,Moderately,Slightly,Slightly,,,,,,,,,Agree,Undecided,Disagree,Agree,Undecided,Always,Often,Rarely,Often,Rarely,Often,Rarely,Often,Sometimes,Often,Sometimes,Always,Sometimes,Sometimes,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,Moderately,Important,Important,Important,Important,Not at all,7,4,6,6
5,2,5,5,5,Male,22,5,Postsecondary education,0-15000€,Toscana,Slightly,Important,Important,Very important,Very important,Moderately,Important,Slightly,Important,Not at all,Not at all,Not at all,Yes,Yes,Yes,Yes,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,,,,,,,,Not at all,Not at all,Slightly,Important,Not at all,,,,,,,,,Agree,Strongly agree,Undecided,Strongly agree,Agree,Always,Never,Rarely,Often,Often,Always,Sometimes,Often,Rarely,Rarely,Never,Sometimes,Rarely,Never,Little amount,Little amount,Little amount,Little amount,Little amount,Society,All items,Slightly,Not at all,Slightly,Important,Important,Not at all,4,7,1,1
7,2,7,7,7,Male,23,3,Secondary school,0-15000€,Sardegna,Slightly,Important,Important,Important,Important,Moderately,Moderately,Important,Important,Slightly,Slightly,Slightly,No,Yes,No,Yes,,,,Rarely,Rarely,Rarely,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Slightly,Moderately,Moderately,Not at all,,,,,,,,,Disagree,Agree,Agree,Undecided,Agree,Always,Sometimes,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Pay enough,Little amount,Little amount,Little amount,Little amount,Environment,All items,,,,,,,9,8,6,9
7,3,5,5,7,Male,46,3,Postsecondary education,15000€-30000€,Veneto,Not at all,Slightly,Very important,Very important,Very important,Moderately,Important,Moderately,Very important,Not at all,Not at all,Moderately,Yes,Yes,Yes,Yes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,,,,,,,,Moderately,Not at all,Very important,Very important,Not at all,,,,,,,,,Agree,Undecided,Undecided,Agree,Undecided,Always,Sometimes,Often,Often,Always,Often,Rarely,Often,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,Important,Very important,Very important,Very important,Important,Not at all,9,6,9,9
5,2,5,5,5,Male,42,3,Secondary school,30000€-45000€,Lombardia,Slightly,Important,Moderately,Very important,Very important,Slightly,Very important,Important,Very important,Slightly,Not at all,Moderately,Yes,Yes,No,Yes,,,,Sometimes,Never,Sometimes,Not at all,Not at all,Not at all,Moderately,Slightly,Important,Moderately,Slightly,Not at all,Important,Moderately,Not at all,,,,,,,,,Disagree,Disagree,Undecided,Agree,Strongly agree,Always,Sometimes,Never,Sometimes,Never,Sometimes,Never,Always,Rarely,Rarely,Sometimes,Always,Sometimes,Rarely,Nothing,Nothing,Nothing,Nothing,Nothing,All items,Production,,,,,,,7,4,7,7
5,3,7,6,5,Male,20,5,Secondary school,0-15000€,Calabria,Slightly,Important,Moderately,Very important,Important,Important,Very important,Moderately,Important,Slightly,Slightly,Slightly,No,Yes,No,Yes,,,,Sometimes,Never,Rarely,Moderately,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Important,Moderately,Moderately,Very important,Not at all,,,,,,,,,Agree,Agree,Undecided,Undecided,Agree,Always,Always,Often,Often,Always,Rarely,Never,Always,Never,Always,Always,Always,Rarely,Often,Little amount,Little amount,Little amount,Nothing,Little amount,Environment,Delivery,,,,,,,3,8,8,9
10,5,15,12,15,Male,27,3,Postsecondary education,0-15000€,Abruzzo,Slightly,Moderately,Very important,Very important,Very important,Moderately,Important,Important,Important,Slightly,Not at all,Important,Yes,Yes,Yes,Yes,Rarely,Never,Rarely,Often,Never,Often,,,,,,,,Slightly,Slightly,Important,Important,Slightly,,,,,,,,,Agree,Undecided,Strongly agree,Agree,Agree,Always,Often,Often,Often,Always,Often,Sometimes,Sometimes,Rarely,Often,Rarely,Often,Often,Often,Pay enough,Pay enough,Pay enough,Pay enough,Pay enough,All items,All items,Moderately,Important,Important,Moderately,Moderately,Slightly,9,7,8,8
5,0,5,5,5,Male,23,3,Postsecondary education,0-15000€,Piemonte,Moderately,Slightly,Moderately,Moderately,Moderately,Slightly,Not at all,Slightly,Moderately,Slightly,Moderately,Slightly,No,Yes,No,Yes,,,,Sometimes,Sometimes,Sometimes,Moderately,Slightly,Important,Important,Very important,Moderately,Moderately,Important,Moderately,Slightly,Moderately,Moderately,,,,,,,,,Agree,Undecided,Disagree,Undecided,Undecided,Often,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Often,Often,Little amount,Little amount,Pay enough,Little amount,Pay enough,Society,Delivery,,,,,,,4,4,6,7
3,1,4,3,4,Male,50,4,Postsecondary education,Preferisco non rispondere,Puglia,Slightly,Important,Important,Important,Important,Moderately,Important,Moderately,Important,Slightly,Slightly,Moderately,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,,,,,,Slightly,Slightly,Moderately,Moderately,Slightly,,,,,,,,,Agree,Undecided,Undecided,Agree,Agree,Often,Often,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Often,Often,Often,Little amount,Pay enough,Little amount,Pay enough,Pay enough,Environment,All items,Slightly,Slightly,Moderately,Moderately,Moderately,Slightly,7,6,9,8
15,5,20,10,15,Female,33,1,Postsecondary education,0-15000€,Calabria,Moderately,Very important,Very important,Very important,Very important,Moderately,Very important,Important,Important,Slightly,Slightly,Very important,Yes,Yes,Yes,Yes,Sometimes,Never,Rarely,Rarely,Never,Sometimes,,,,,,,,Very important,Very important,Very important,Very important,Slightly,,,,,,,,,Agree,Undecided,Strongly agree,Strongly agree,Strongly agree,Sometimes,Often,Rarely,Often,Always,Often,Rarely,Often,Sometimes,Often,Never,Always,Rarely,Rarely,Pay enough,Large amount,Pay enough,Large amount,Large amount,Environment,Design,Very important,Very important,Very important,Very important,Very important,Slightly,10,4,3,10
8,3,10,9,12,Male,50,3,Postsecondary education,75000€-100000€,Lombardia,Moderately,Slightly,Important,Important,Important,Moderately,Very important,Important,Very important,Slightly,Slightly,Important,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,,,,,,,,Very important,Not at all,Important,Important,Moderately,,,,,,,,,Undecided,Undecided,Agree,Strongly agree,Strongly agree,Always,Often,Often,Often,Often,Sometimes,Often,Often,Sometimes,Always,Often,Often,Sometimes,Often,Pay enough,Pay enough,Large amount,Pay enough,Pay enough,Environment,All items,Very important,Not at all,Very important,Important,Moderately,Moderately,7,7,7,8
10,5,10,6,10,Female,27,1,Postsecondary education,15000€-30000€,Lombardia,Not at all,Moderately,Important,Very important,Moderately,Moderately,Moderately,Very important,Very important,Not at all,Not at all,Slightly,Yes,Yes,Yes,Yes,Often,Never,Often,Rarely,Never,Sometimes,,,,,,,,Slightly,Not at all,Moderately,Very important,Slightly,,,,,,,,,Strongly agree,Undecided,Strongly agree,Strongly agree,Agree,Always,Sometimes,Sometimes,Always,Always,Always,Never,Often,Often,Sometimes,Never,Rarely,Rarely,Never,Little amount,Pay enough,Pay enough,Pay enough,Large amount,All items,All items,Important,Very important,Very important,Very important,Very important,Not at all,10,9,10,10
10,5,10,12,12,Male,25,4,Postsecondary education,15000€-30000€,Abruzzo,Important,Moderately,Moderately,Important,Important,Moderately,Moderately,Moderately,Important,Important,Very important,Important,Yes,Yes,Yes,Yes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,,,,,,,,Important,Moderately,Moderately,Important,Slightly,,,,,,,,,Undecided,Agree,Agree,Undecided,Agree,Rarely,Sometimes,Often,Sometimes,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Pay enough,Pay enough,Little amount,Pay enough,Large amount,Society,Production,Important,Moderately,Important,Important,Very important,Moderately,7,6,5,6
9,2,12,12,14,Male,49,3,Postsecondary education,30000€-45000€,Trentino Alto Adige,Moderately,Very important,Very important,Important,Very important,Important,Very important,Moderately,Very important,Moderately,Moderately,Moderately,Yes,Yes,No,Yes,,,,Always,Always,Always,Moderately,Important,Very important,Important,Important,Moderately,Important,Important,Very important,Important,Important,Important,,,,,,,,,Undecided,Undecided,Disagree,Undecided,Strongly agree,Often,Often,Often,Sometimes,Often,Always,Often,Often,Never,Often,Often,Often,Always,Often,Pay enough,Large amount,Large amount,Pay enough,Pay enough,All items,All items,,,,,,,4,7,5,6
6,2,6,6,6,Male,37,2,Secondary school,30000€-45000€,Friuli Venezia Giulia,Moderately,Important,Important,Very important,Very important,Very important,Very important,Important,Very important,Moderately,Slightly,Moderately,Yes,Yes,No,Yes,,,,Rarely,Rarely,Rarely,Moderately,Important,Slightly,Moderately,Important,Moderately,Not at all,Important,Slightly,Important,Important,Not at all,,,,,,,,,Strongly agree,Undecided,Agree,Agree,Strongly agree,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Often,Never,Always,Sometimes,Often,Often,Sometimes,Little amount,Pay enough,Pay enough,Little amount,Pay enough,Environment,Production,,,,,,,4,4,1,4
5,3,7,7,7,Male,22,4,Postsecondary education,0-15000€,Toscana,Slightly,Moderately,Moderately,Moderately,Moderately,Slightly,Moderately,Moderately,Important,Not at all,Not at all,Moderately,Yes,No,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,,,,,,Important,Slightly,Important,Important,Not at all,,,,,,,,,Agree,Disagree,Undecided,Undecided,Agree,Often,Sometimes,Sometimes,Often,Sometimes,Often,Rarely,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Little amount,Little amount,Little amount,Little amount,Little amount,Environment,Production,Moderately,Moderately,Moderately,Slightly,Important,Not at all,9,1,9,5
5,2,6,4,5,Male,39,3,Postsecondary education,0-15000€,Piemonte,Important,Important,Important,Very important,Moderately,Moderately,Important,Very important,Very important,Important,Moderately,Moderately,Yes,Yes,Yes,Yes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,,,,,,,,Important,Moderately,Important,Important,Moderately,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Little amount,Little amount,Little amount,Little amount,Little amount,Environment,Production,Important,Moderately,Important,Important,Important,Important,7,7,8,7
5,2,8,6,8,Female,35,2,Postsecondary education,15000€-30000€,Lombardia,Slightly,Important,Moderately,Important,Important,Important,Important,Important,Important,Slightly,Slightly,Important,No,Yes,No,Yes,,,,Sometimes,Rarely,Sometimes,Not at all,Slightly,Not at all,Slightly,Important,Important,Moderately,Slightly,Slightly,Slightly,Important,Not at all,,,,,,,,,Undecided,Disagree,Agree,Agree,Disagree,Always,Often,Sometimes,Often,Often,Often,Rarely,Often,Never,Sometimes,Often,Often,Sometimes,Sometimes,Little amount,Pay enough,Pay enough,Large amount,Large amount,Environment,Production,,,,,,,8,8,8,9
15,5,20,20,20,Female,41,1,Secondary school,0-15000€,Lazio,Moderately,Important,Important,Very important,Very important,Important,Important,Moderately,Moderately,Not at all,Not at all,Moderately,Yes,Yes,Yes,Yes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,,,,,,,,Important,Slightly,Very important,Moderately,Not at all,,,,,,,,,Strongly agree,Disagree,Agree,Strongly agree,Agree,Often,Sometimes,Sometimes,Often,Often,Often,Rarely,Always,Sometimes,Often,Sometimes,Often,Often,Sometimes,Little amount,Pay enough,Little amount,Pay enough,Pay enough,Environment,Production,Important,Slightly,Very important,Moderately,Moderately,Not at all,7,8,9,9
5,3,8,4,6,Male,20,4,Secondary school,15000€-30000€,Lombardia,Not at all,Important,Very important,Very important,Very important,Moderately,Slightly,Very important,Very important,Not at all,Not at all,Important,Yes,Yes,Yes,Yes,Sometimes,Never,Rarely,Rarely,Never,Sometimes,,,,,,,,Very important,Not at all,Important,Moderately,Not at all,,,,,,,,,Agree,Strongly agree,Agree,Undecided,Agree,Always,Sometimes,Sometimes,Rarely,Always,Often,Never,Sometimes,Sometimes,Often,Never,Always,Rarely,Sometimes,Pay enough,Large amount,Pay enough,Pay enough,Large amount,Environment,All items,Very important,Not at all,Important,Slightly,Very important,Not at all,9,8,7,9
6,4,9,5,7,Male,42,2,Secondary school,30000€-45000€,Lombardia,Slightly,Important,Moderately,Important,Very important,Moderately,Important,Moderately,Important,Slightly,Slightly,Important,Yes,Yes,Yes,Yes,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,,,,,,,,Moderately,Not at all,Important,Important,Not at all,,,,,,,,,Agree,Undecided,Agree,Strongly agree,Agree,Always,Often,Often,Often,Always,Often,Sometimes,Often,Sometimes,Often,Often,Always,Sometimes,Often,Little amount,Pay enough,Little amount,Large amount,Large amount,Environment,Production,Moderately,Important,Important,Important,Very important,Slightly,9,7,7,8
3,2,5,5,5,Male,22,3,Primary school,0-15000€,Sicilia,Not at all,Moderately,Important,Very important,Important,Slightly,Slightly,Moderately,Moderately,Not at all,Not at all,Moderately,Yes,No,Yes,No,Sometimes,Never,Rarely,,,,,,,,,,,,,,,,Slightly,Moderately,Important,Not at all,Moderately,Not at all,Not at all,Slightly,Undecided,Agree,Agree,Undecided,Agree,Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Never,Often,Rarely,Rarely,Little amount,Little amount,Little amount,Little amount,Little amount,All items,All items,Moderately,Not at all,Slightly,Important,Very important,Slightly,6,7,6,6
5,1,5,5,5,Male,23,4,Postsecondary education,Preferisco non rispondere,Toscana,Slightly,Very important,Moderately,Moderately,Important,Slightly,Important,Important,Important,Slightly,Slightly,Moderately,Yes,Yes,No,Yes,,,,Often,Often,Often,Important,Important,Important,Moderately,Very important,Very important,Very important,Very important,Slightly,Very important,Very important,Not at all,,,,,,,,,Strongly agree,Undecided,Agree,Agree,Strongly agree,Always,Always,Always,Always,Always,Always,Rarely,Always,Never,Often,Never,Often,Often,Often,Little amount,Little amount,Little amount,Little amount,Little amount,Environment,Production,,,,,,,8,8,8,9
